,company_id,category_code,country_code,state_code,average_funded,total_rounds,average_participants,products_number,offices,acquired_companies,mba_degree,phd_degree,ms_degree,other_degree,ipo,is_acquired,is_closed,age
11678,c:230674,biotech,USA,other,850000.0,1,0.0,,1.0,,,,,,False,False,False,1461.0
11691,c:230722,network_hosting,other,other,220000.0,1,0.0,,1.0,,,,1.0,3.0,False,False,False,1461.0
11698,c:230740,web,other,other,374000.0,1,1.0,,1.0,,,,,,False,False,False,1461.0
11700,c:230749,biotech,other,other,255781.0,1,0.0,,1.0,,,,,,False,False,False,1826.0
11709,c:230769,biotech,USA,California,1283827.0,2,0.0,,1.0,,,,,,False,False,False,1096.0
11710,c:230771,medical,USA,California,1722500.0,1,0.0,,1.0,,,,,,False,False,False,2192.0
11715,c:230779,health,USA,other,8623870.0,1,0.0,,1.0,,,,,,False,False,False,1461.0
11717,c:230782,biotech,USA,other,1465000.0,1,0.0,,1.0,,,,,,False,False,False,1461.0
11718,c:230787,biotech,USA,other,2125557.0,1,0.0,,1.0,,,,,,False,False,False,2192.0
11720,c:23080,mobile,USA,other,11692114.0,6,2.3333,,1.0,,6.0,3.0,5.0,21.0,False,False,False,2406.0
11721,c:23083,web,other,other,1700000.0,4,2.75,1.0,1.0,,1.0,,3.0,1.0,False,False,False,2192.0
11727,c:230902,mobile,USA,California,6465611.5,2,6.0,,1.0,,1.0,,,5.0,False,False,True,2516.0
11730,c:23091,ecommerce,other,other,212361.0,1,0.0,,1.0,,,,,1.0,False,False,False,2262.0
11736,c:23095,games_video,other,other,2100000.0,1,0.0,,,,,,1.0,3.0,False,True,False,2016.0
11740,c:230971,analytics,USA,California,2000000.0,2,8.0,,1.0,,,,1.0,2.0,False,False,False,1096.0
11741,c:230976,fashion,USA,California,393250.0,1,0.0,,1.0,,,,,,False,False,False,1461.0
11750,c:231047,photo_video,USA,California,,1,1.0,,1.0,,,,,,False,False,False,1096.0
11765,c:23121,software,other,other,100000.0,1,0.0,1.0,2.0,,,,,,False,False,False,1761.0
11766,c:23122,games_video,other,other,,1,0.0,1.0,3.0,,,,,1.0,False,False,True,2010.0
11768,c:231234,software,USA,other,200000.0,2,0.0,,1.0,,,,,,False,False,False,2192.0
11774,c:23127,ecommerce,other,other,500000.0,1,3.0,,,,,,,,False,True,False,1360.0
11778,c:231287,biotech,USA,California,400700.0,1,0.0,,1.0,,,,,,False,False,False,1096.0
11791,c:231335,hardware,USA,other,293750.0,2,0.0,,1.0,,,,,,False,False,False,1461.0
11792,c:23134,hardware,USA,California,6916666.6667,3,2.3333,,3.0,,4.0,,2.0,8.0,False,True,False,2069.0
11797,c:231358,security,USA,California,4566666.6667,3,0.6667,,1.0,,1.0,,,2.0,False,False,False,1096.0
11798,c:231359,hardware,USA,California,750000.0,2,0.0,,1.0,,,,,2.0,False,False,False,1461.0
11799,c:23136,finance,USA,other,13837500.0,4,3.0,,1.0,,3.0,,,4.0,False,True,False,2283.0
